,name,sentiment,node,degree,degree centrality,betweenness centrality,closeness centrality
0,article_neg1.gml,output_join,ACIP,1,0.000796178343949,0.0,0.0771043352809
1,article_neg1.gml,output_join,ACIP's rotavirus use recommendation,1,0.000796178343949,0.0,0.0
2,article_neg1.gml,output_join,ADHD,1,0.000796178343949,0.0,0.102969642474
3,article_neg1.gml,output_join,AIDS,1,0.000796178343949,0.0,0.0
4,article_neg1.gml,output_join,African American males,2,0.0015923566879,0.0,0.105347046856
5,article_neg1.gml,output_join,African women,3,0.00238853503185,2.00894934064e-06,0.000796178343949
6,article_neg1.gml,output_join,African-American children,1,0.000796178343949,0.0,0.0
7,article_neg1.gml,output_join,Alysia Osoff,6,0.00477707006369,0.000425051386809,0.0973854110623
8,article_neg1.gml,output_join,America,2,0.0015923566879,1.90321516482e-06,0.00143312101911
9,article_neg1.gml,output_join,American Academy of Pediatrics,2,0.0015923566879,0.000217072262965,0.0958878711207
10,article_neg1.gml,output_join,American Nursing Association's Code of Ethics,2,0.0015923566879,0.0,0.0
11,article_neg1.gml,output_join,Americans,7,0.00557324840764,0.00489606749107,0.102907746823
12,article_neg1.gml,output_join,Amish,2,0.0015923566879,0.0,0.00179140127389
13,article_neg1.gml,output_join,Andrew Wakefield,1,0.000796178343949,0.0,0.0
14,article_neg1.gml,output_join,Apartheid,1,0.000796178343949,0.0,0.0
15,article_neg1.gml,output_join,Attkisson's website,2,0.0015923566879,0.000410460070546,0.088995305843
16,article_neg1.gml,output_join,Australia,1,0.000796178343949,0.0,0.0965283429154
17,article_neg1.gml,output_join,Baby Boom,2,0.0015923566879,0.0,0.0
18,article_neg1.gml,output_join,Baby Boomers,5,0.00398089171975,0.0,0.104642832145
19,article_neg1.gml,output_join,Baker College nursing school,3,0.00238853503185,2.53762021976e-06,0.000796178343949
20,article_neg1.gml,output_join,Baker College nursing school instructors,6,0.00477707006369,0.000438710409671,0.0926382526008
21,article_neg1.gml,output_join,Bell's Palsy,1,0.000796178343949,0.0,0.0
22,article_neg1.gml,output_join,Big Pharma,13,0.0103503184713,0.00758210157005,0.12728909043
23,article_neg1.gml,output_join,Big Tobacco,2,0.0015923566879,0.0,0.123914603841
24,article_neg1.gml,output_join,Bill of Rights,1,0.000796178343949,0.0,0.0
25,article_neg1.gml,output_join,Brian Hooker,1,0.000796178343949,0.0,0.0964145458709
