,name,sentiment,node,degree,degree centrality,betweenness centrality,closeness centrality
0,article02.gml,positive,nonmedical reasons for exemption,1,0.0285714285714,0.0,0.065306122449
1,article02.gml,positive,vaccine debate,2,0.0571428571429,0.00168067226891,0.0285714285714
2,article02.gml,positive,personal preference,1,0.0285714285714,0.0,0.0
3,article02.gml,positive,states,1,0.0285714285714,0.0,0.0285714285714
4,article02.gml,positive,no brainer,1,0.0285714285714,0.0,0.0
5,article02.gml,positive,presidential candidates,2,0.0571428571429,0.00168067226891,0.0380952380952
6,article02.gml,positive,right to personal exemptions,2,0.0571428571429,0.0,0.065306122449
7,article02.gml,positive,measles outbreaks,1,0.0285714285714,0.0,0.0
8,article02.gml,positive,Senator Rand Paul,2,0.0571428571429,0.0,0.0571428571429
9,article02.gml,positive,nonmedical reasons for exemptions,1,0.0285714285714,0.0,0.0
10,article02.gml,positive,state-level issue,1,0.0285714285714,0.0,0.0
11,article02.gml,positive,opting out of immunization,2,0.0571428571429,0.00168067226891,0.0285714285714
12,article02.gml,positive,voluntary,1,0.0285714285714,0.0,0.0
13,article02.gml,positive,American Medical Association,5,0.142857142857,0.0,0.114285714286
14,article02.gml,positive,vaccine safety,1,0.0285714285714,0.0,0.0
15,article02.gml,positive,vaccination,1,0.0285714285714,0.0,0.0
16,article02.gml,positive,vaccine exemptions,1,0.0285714285714,0.0,0.0
17,article02.gml,positive,policy makers,2,0.0571428571429,0.00168067226891,0.0380952380952
18,article02.gml,positive,religion,4,0.114285714286,0.00252100840336,0.0857142857143
19,article02.gml,positive,community health,1,0.0285714285714,0.0,0.0428571428571
20,article02.gml,positive,vaccinations should be voluntary,1,0.0285714285714,0.0,0.0
21,article02.gml,positive,measles,2,0.0571428571429,0.0,0.0285714285714
22,article02.gml,positive,highly contagious disease,1,0.0285714285714,0.0,0.0
23,article02.gml,positive,physicians,1,0.0285714285714,0.0,0.0
24,article02.gml,positive,immunized people,1,0.0285714285714,0.0,0.0285714285714
25,article02.gml,positive,spread of disease,1,0.0285714285714,0.0,0.0
26,article02.gml,positive,protect the kid next to you,1,0.0285714285714,0.0,0.0
27,article02.gml,positive,vaccinations,5,0.142857142857,0.0,0.142857142857
28,article02.gml,positive,whooping cough,2,0.0571428571429,0.0,0.0285714285714
29,article02.gml,positive,Hilary Clinton,1,0.0285714285714,0.0,0.0285714285714
30,article02.gml,positive,end personal exemptions,3,0.0857142857143,0.0,0.0
31,article02.gml,positive,Disneyland measles outbreak,2,0.0571428571429,0.0,0.0571428571429
32,article02.gml,positive,controversy,1,0.0285714285714,0.0,0.0
33,article02.gml,positive,immunization,3,0.0857142857143,0.0,0.0
34,article02.gml,positive,state legislatures,2,0.0571428571429,0.0,0.0285714285714
35,article02.gml,positive,mental disorders,2,0.0571428571429,0.0,0.0
0,article1105.gml,positive,unvaccinated children,2,0.0540540540541,0.0,0.0540540540541
1,article1105.gml,positive,tax benefits,1,0.027027027027,0.0,0.0
2,article1105.gml,positive,Victoria's health minister,1,0.027027027027,0.0,0.0
3,article1105.gml,positive,Scott Morrison,1,0.027027027027,0.0,0.027027027027
4,article1105.gml,positive,government rebates,1,0.027027027027,0.0,0.0
5,article1105.gml,positive,childcare,2,0.0540540540541,0.0,0.0
6,article1105.gml,positive,childcare benefits,1,0.027027027027,0.0,0.0
7,article1105.gml,positive,one child,1,0.027027027027,0.0,0.027027027027
8,article1105.gml,positive,anti-vaccine group,1,0.027027027027,0.0,0.0
9,article1105.gml,positive,Early Childhood Australia's chief executive,1,0.027027027027,0.0,0.0
10,article1105.gml,positive,children,1,0.027027027027,0.0,0.027027027027
11,article1105.gml,positive,"no jab, no pay policy",1,0.027027027027,0.0,0.0
12,article1105.gml,positive,Samantha Page,1,0.027027027027,0.0,0.027027027027
13,article1105.gml,positive,vaccinated children,2,0.0540540540541,0.000750750750751,0.027027027027
14,article1105.gml,positive,non-judgmental environment,1,0.027027027027,0.0,0.0
15,article1105.gml,positive,potential risks,1,0.027027027027,0.0,0.0
16,article1105.gml,positive,vaccine-free day care centre,1,0.027027027027,0.0,0.0
17,article1105.gml,positive,early education,1,0.027027027027,0.0,0.0
18,article1105.gml,positive,federal government,1,0.027027027027,0.0,0.027027027027
19,article1105.gml,positive,whooping cough,1,0.027027027027,0.0,0.0
20,article1105.gml,positive,parents,5,0.135135135135,0.0,0.172119487909
21,article1105.gml,positive,unvaccinated-friendly day care centres,4,0.108108108108,0.00225225225225,0.0608108108108
22,article1105.gml,positive,conscientious objectors,1,0.027027027027,0.0,0.0
23,article1105.gml,positive,regulation of childcare services,1,0.027027027027,0.0,0.027027027027
