,name,sentiment,node,degree,deg cent,bet cent,clo cent
0,u_Gc_neutral2.gml,neu,7-11 year olds,2,0.0117647058824,0.0216266388212,0.173116089613
1,u_Gc_neutral2.gml,neu,Alfred and Lisa Claire Dwoskin,1,0.00588235294118,0.0,0.162679425837
2,u_Gc_neutral2.gml,neu,Americans,1,0.00588235294118,0.0,0.153568202349
3,u_Gc_neutral2.gml,neu,Andrew Wakefield,5,0.0294117647059,0.140828402367,0.157407407407
4,u_Gc_neutral2.gml,neu,Australia,1,0.00588235294118,0.0,0.154968094804
5,u_Gc_neutral2.gml,neu,Barry Segal,1,0.00588235294118,0.0,0.110533159948
6,u_Gc_neutral2.gml,neu,Ben Allen,4,0.0235294117647,4.64090961829e-05,0.155963302752
7,u_Gc_neutral2.gml,neu,CDC,4,0.0235294117647,0.0972386587771,0.188888888889
8,u_Gc_neutral2.gml,neu,California,1,0.00588235294118,0.0,0.155393053016
9,u_Gc_neutral2.gml,neu,Chairwoman Carol Liu,2,0.0117647058824,0.0117647058824,0.155677655678
10,u_Gc_neutral2.gml,neu,Children's Hospital of Philadelphia,1,0.00588235294118,0.0,0.153568202349
11,u_Gc_neutral2.gml,neu,Chris Christie,3,0.0176470588235,0.0117995127045,0.1394585726
12,u_Gc_neutral2.gml,neu,Connie Leyva,3,0.0176470588235,9.28181923657e-05,0.155963302752
13,u_Gc_neutral2.gml,neu,Disneyland measles outbreak,1,0.00588235294118,0.0,0.135135135135
14,u_Gc_neutral2.gml,neu,Dr. Anna Acosta,2,0.0117647058824,0.0348764357814,0.159924741298
15,u_Gc_neutral2.gml,neu,Dr. Paul Offit,3,0.0176470588235,0.0175426383571,0.181236673774
16,u_Gc_neutral2.gml,neu,Dwoskin Family Foundation,8,0.0470588235294,0.409223807866,0.194063926941
17,u_Gc_neutral2.gml,neu,Focus for Health,4,0.0235294117647,0.101914375218,0.124178232286
18,u_Gc_neutral2.gml,neu,Generation Rescue,4,0.0235294117647,0.122763661678,0.139573070608
19,u_Gc_neutral2.gml,neu,Immunization Action Coalition,1,0.00588235294118,0.0,0.159027128157
20,u_Gc_neutral2.gml,neu,Jenny McCarthy,3,0.0176470588235,0.0332753219631,0.140728476821
21,u_Gc_neutral2.gml,neu,Lisa and J.B. Handley,1,0.00588235294118,0.0,0.122566690699
22,u_Gc_neutral2.gml,neu,MMR vaccine,1,0.00588235294118,0.0,0.100294985251
23,u_Gc_neutral2.gml,neu,National Vaccine Information Center,2,0.0117647058824,0.0117647058824,0.162991371045
24,u_Gc_neutral2.gml,neu,PLOS Computational Biology,1,0.00588235294118,0.0,0.168483647175
25,u_Gc_neutral2.gml,neu,Pez dispensers,1,0.00588235294118,0.0,0.189520624303
26,u_Gc_neutral2.gml,neu,Rand Paul,3,0.0176470588235,0.0462582666203,0.191226096738
27,u_Gc_neutral2.gml,neu,Republican,2,0.0117647058824,0.0116254785938,0.161290322581
