,name,sentiment,node,degree,deg cent,bet cent,clo cent
0,article_pos1.gml,pos,neighbors,1,0.00153609831029,0.0,0.0
1,article_pos1.gml,pos,vitamins,1,0.00153609831029,0.0,0.0
2,article_pos1.gml,pos,colleges,1,0.00153609831029,0.0,0.0
3,article_pos1.gml,pos,influenza,2,0.00307219662058,0.0,0.0
4,article_pos1.gml,pos,parents of autistic children,6,0.00921658986175,0.0,0.143817459977
5,article_pos1.gml,pos,religious exemption,9,0.0138248847926,0.00234647177397,0.118708998481
6,article_pos1.gml,pos,vaccine campaign,2,0.00307219662058,0.0,0.106358357895
7,article_pos1.gml,pos,Scott Morrison,1,0.00153609831029,0.0,0.00153609831029
8,article_pos1.gml,pos,repetitive behaviors,1,0.00153609831029,0.0,0.0
9,article_pos1.gml,pos,Michael Mina,2,0.00307219662058,0.0,0.00307219662058
10,article_pos1.gml,pos,children,31,0.047619047619,0.035493349671,0.164520128063
11,article_pos1.gml,pos,Dr. Paul Offit,3,0.00460829493088,0.0,0.00460829493088
12,article_pos1.gml,pos,vaccination schedule,4,0.00614439324117,0.000610008953327,0.128123605993
13,article_pos1.gml,pos,Samantha Page,1,0.00153609831029,0.0,0.00153609831029
14,article_pos1.gml,pos,best-sellers,1,0.00153609831029,0.0,0.0
15,article_pos1.gml,pos,American Medical Association,5,0.00768049155146,0.0,0.115517826825
16,article_pos1.gml,pos,Orthodox Jewish communities,1,0.00153609831029,0.0,0.0
17,article_pos1.gml,pos,fence-sitters,4,0.00614439324117,0.0,0.136112292234
18,article_pos1.gml,pos,Journal of the American Medical Association,1,0.00153609831029,0.0,0.0
19,article_pos1.gml,pos,sexually transmitted virus,4,0.00614439324117,8.82271850014e-05,0.00320020481311
20,article_pos1.gml,pos,fear of autism,5,0.00768049155146,0.000404702824058,0.0786468840594
21,article_pos1.gml,pos,genetic risk factors for ASD,1,0.00153609831029,0.0,0.0
22,article_pos1.gml,pos,siblings,1,0.00153609831029,0.0,0.0
23,article_pos1.gml,pos,resources,2,0.00307219662058,0.0,0.0798123167155
24,article_pos1.gml,pos,risk,1,0.00153609831029,0.0,0.117590541581
25,article_pos1.gml,pos,results,1,0.00153609831029,0.0,0.0
26,article_pos1.gml,pos,stiff neck,1,0.00153609831029,0.0,0.0
27,article_pos1.gml,pos,Faith Assembly,2,0.00307219662058,0.0,0.00153609831029
28,article_pos1.gml,pos,nausea,2,0.00307219662058,0.0,0.0
29,article_pos1.gml,pos,ill effects,1,0.00153609831029,0.0,0.0
30,article_pos1.gml,pos,cultured cells,3,0.00460829493088,0.0,0.0
31,article_pos1.gml,pos,spread of infectious diseases,4,0.00614439324117,0.0,0.0
32,article_pos1.gml,pos,decrease in exemption rates,6,0.00921658986175,0.000890937019969,0.105877410018
33,article_pos1.gml,pos,debunked,1,0.00153609831029,0.0,0.0
34,article_pos1.gml,pos,mild,1,0.00153609831029,0.0,0.0
35,article_pos1.gml,pos,Vaccine Education Center,1,0.00153609831029,0.0,0.0
36,article_pos1.gml,pos,booster dose,1,0.00153609831029,0.0,0.0
37,article_pos1.gml,pos,large,1,0.00153609831029,0.0,0.0
38,article_pos1.gml,pos,tenderness,1,0.00153609831029,0.0,0.0
39,article_pos1.gml,pos,financial forces,4,0.00614439324117,0.000512141481479,0.125385354917
40,article_pos1.gml,pos,vaccinated high-risk children,3,0.00460829493088,4.19190871603e-05,0.116945306794
41,article_pos1.gml,pos,findings,3,0.00460829493088,0.000375969908228,0.111074833486
42,article_pos1.gml,pos,Muslim fundamentalists,4,0.00614439324117,0.00568766001024,0.093378221317
43,article_pos1.gml,pos,lower rate of autism in vaccinated children,2,0.00307219662058,0.0,0.0
44,article_pos1.gml,pos,unvaccinated children,11,0.0168970814132,0.00252191181007,0.110073405354
45,article_pos1.gml,pos,Neisseria meningitidis bacteria,3,0.00460829493088,2.36322816968e-06,0.00153609831029
46,article_pos1.gml,pos,video,1,0.00153609831029,0.0,0.0
47,article_pos1.gml,pos,long-term benefits,1,0.00153609831029,0.0,0.0
48,article_pos1.gml,pos,bacteria,1,0.00153609831029,0.0,0.00204813108039
49,article_pos1.gml,pos,universities,1,0.00153609831029,0.0,0.0
50,article_pos1.gml,pos,vaccine alternatives,3,0.00460829493088,0.00165898617512,0.00345622119816
51,article_pos1.gml,pos,prisons,1,0.00153609831029,0.0,0.0
52,article_pos1.gml,pos,vaccines are effective,1,0.00153609831029,0.0,0.0
53,article_pos1.gml,pos,scientists,4,0.00614439324117,0.00161185290218,0.0962649136426
54,article_pos1.gml,pos,flu shots,3,0.00460829493088,0.00088621056363,0.108604235739
55,article_pos1.gml,pos,children with immunosuppressive diseases,3,0.00460829493088,0.000227450766757,0.12208141321
56,article_pos1.gml,pos,body,1,0.00153609831029,0.0,0.110662820125
57,article_pos1.gml,pos,Libya,2,0.00307219662058,0.0,0.0967324407666
58,article_pos1.gml,pos,partners,1,0.00153609831029,0.0,0.00153609831029
59,article_pos1.gml,pos,faith healing,6,0.00921658986175,0.0,0.0
60,article_pos1.gml,pos,answers,1,0.00153609831029,0.0,0.0
61,article_pos1.gml,pos,vomiting,1,0.00153609831029,0.0,0.0
62,article_pos1.gml,pos,fluke,1,0.00153609831029,0.0,0.0
63,article_pos1.gml,pos,protection,7,0.010752688172,0.0131847919753,0.148900406965
64,article_pos1.gml,pos,miscarriage,2,0.00307219662058,0.0,0.103200426153
65,article_pos1.gml,pos,Ohio,2,0.00307219662058,7.87742723227e-07,0.00153609831029
66,article_pos1.gml,pos,caregivers,2,0.00307219662058,0.0,0.125284715598
67,article_pos1.gml,pos,raw milk,1,0.00153609831029,0.0,0.0
68,article_pos1.gml,pos,Jews,5,0.00768049155146,0.000112362121579,0.141357425823
69,article_pos1.gml,pos,tapes,1,0.00153609831029,0.0,0.0
70,article_pos1.gml,pos,Victorian government,1,0.00153609831029,0.0,0.111572391212
71,article_pos1.gml,pos,vast amounts of money,1,0.00153609831029,0.0,0.0788371623667
72,article_pos1.gml,pos,employees,1,0.00153609831029,0.0,0.091825553791
73,article_pos1.gml,pos,compliance,1,0.00153609831029,0.0,0.0
74,article_pos1.gml,pos,health care providers,2,0.00307219662058,0.0,0.00396151669496
75,article_pos1.gml,pos,controversy,1,0.00153609831029,0.0,0.0
76,article_pos1.gml,pos,nutritional supplements,1,0.00153609831029,0.0,0.0
