,name,sentiment,node,degree,degree centrality,betweenness centrality,closeness centrality
0,article432.gml,negative,antiviral qualities,1,0.010101010101,0.0,0.0
1,article432.gml,negative,children,6,0.0606060606061,0.00505050505051,0.0412457912458
2,article432.gml,negative,President Johnson,1,0.010101010101,0.0,0.010101010101
3,article432.gml,negative,cycle of measles,1,0.010101010101,0.0,0.0
4,article432.gml,negative,parents,1,0.010101010101,0.0,0.010101010101
5,article432.gml,negative,actual rates,1,0.010101010101,0.0,0.0
6,article432.gml,negative,oil of oregano,1,0.010101010101,0.0,0.0274971941639
7,article432.gml,negative,food,1,0.010101010101,0.0,0.0
8,article432.gml,negative,measles death count,2,0.020202020202,0.0,0.020202020202
9,article432.gml,negative,decline in measles prior to measles vaccine,1,0.010101010101,0.0,0.0
10,article432.gml,negative,chewable multivitamin,2,0.020202020202,0.00247371675943,0.0323232323232
11,article432.gml,negative,schools,1,0.010101010101,0.0,0.0
12,article432.gml,negative,measles complications,1,0.010101010101,0.0,0.0
13,article432.gml,negative,shot of perspective,1,0.010101010101,0.0,0.010101010101
14,article432.gml,negative,measles is deadly,1,0.010101010101,0.0,0.0
15,article432.gml,negative,measle decline,1,0.010101010101,0.0,0.0
16,article432.gml,negative,spike in measles cases,1,0.010101010101,0.0,0.0
17,article432.gml,negative,measles historic cycle,2,0.020202020202,0.0,0.020202020202
18,article432.gml,negative,measles decline,2,0.020202020202,0.000206143063286,0.013468013468
19,article432.gml,negative,U.S. population,2,0.020202020202,0.0,0.0330578512397
20,article432.gml,negative,Civil War,1,0.010101010101,0.0,0.0
21,article432.gml,negative,measles antibodies,1,0.010101010101,0.0,0.0
22,article432.gml,negative,global measles death count for children,1,0.010101010101,0.0,0.010101010101
23,article432.gml,negative,homeopathy,1,0.010101010101,0.0,0.0252525252525
24,article432.gml,negative,death from suicide,1,0.010101010101,0.0,0.010101010101
25,article432.gml,negative,up-to-date vaccinations,1,0.010101010101,0.0,0.0
26,article432.gml,negative,first measles vaccine,1,0.010101010101,0.0,0.013468013468
27,article432.gml,negative,Kennedy's first executive order,1,0.010101010101,0.0,0.037037037037
28,article432.gml,negative,actual number measles cases,1,0.010101010101,0.0,0.0
29,article432.gml,negative,measles deaths,5,0.0505050505051,0.0,0.0
30,article432.gml,negative,Flinstones,1,0.010101010101,0.0,0.0259000259
31,article432.gml,negative,great records,1,0.010101010101,0.0,0.0
32,article432.gml,negative,rate of measles cases,1,0.010101010101,0.0,0.0
33,article432.gml,negative,large spike,1,0.010101010101,0.0,0.010101010101
34,article432.gml,negative,measles vaccine,4,0.040404040404,0.00175221603793,0.010101010101
35,article432.gml,negative,formula,5,0.0505050505051,0.000618429189858,0.020202020202
36,article432.gml,negative,math,1,0.010101010101,0.0,0.0420875420875
37,article432.gml,negative,population growth,1,0.010101010101,0.0,0.0
38,article432.gml,negative,death from car accident,1,0.010101010101,0.0,0.010101010101
39,article432.gml,negative,death from murder,1,0.010101010101,0.0,0.010101010101
40,article432.gml,negative,United States,4,0.040404040404,0.0,0.023088023088
41,article432.gml,negative,USDA food donations,4,0.040404040404,0.00103071531643,0.0459136822773
42,article432.gml,negative,deaths,1,0.010101010101,0.0,0.013468013468
43,article432.gml,negative,neonatal infection,1,0.010101010101,0.0,0.0
44,article432.gml,negative,death from congenital malformation,1,0.010101010101,0.0,0.010101010101
45,article432.gml,negative,high fructose corn syrup,1,0.010101010101,0.0,0.0
46,article432.gml,negative,death from stomach ulcers,1,0.010101010101,0.0,0.010101010101
47,article432.gml,negative,diabetes deaths,2,0.020202020202,0.000103071531643,0.010101010101
48,article432.gml,negative,measles death rate,3,0.030303030303,0.000103071531643,0.010101010101
49,article432.gml,negative,measles rate,6,0.0606060606061,0.0,0.040404040404
50,article432.gml,negative,pro-vax people,1,0.010101010101,0.0,0.010101010101
51,article432.gml,negative,Chocks,3,0.030303030303,0.00185528756957,0.0282131661442
52,article432.gml,negative,scare tactic,1,0.010101010101,0.0,0.0
53,article432.gml,negative,THEY,2,0.020202020202,0.0,0.020202020202
54,article432.gml,negative,WHO,1,0.010101010101,0.0,0.010101010101
55,article432.gml,negative,unexposed,2,0.020202020202,0.0,0.0
56,article432.gml,negative,War on Poverty,1,0.010101010101,0.0,0.0
57,article432.gml,negative,scare the crap out of you,1,0.010101010101,0.0,0.0
58,article432.gml,negative,worldwide measles death rates,1,0.010101010101,0.0,0.010101010101
59,article432.gml,negative,scary,2,0.020202020202,0.0,0.0
60,article432.gml,negative,highly susceptible,3,0.030303030303,0.0,0.026936026936
61,article432.gml,negative,measles,8,0.0808080808081,0.00566893424036,0.0323232323232
62,article432.gml,negative,cod-liver oil,3,0.030303030303,0.000721500721501,0.038073038073
