name,sentiment,node,degree,degree centrality,betweenness centrality,closeness centrality
neu_all.gml,neu,7-11 year olds,2,0.00803212851406,0.0,0.0142793395805
neu_all.gml,neu,Alfred and Lisa Claire Dwoskin,1,0.00401606425703,0.0,0.0
neu_all.gml,neu,Americans,1,0.00401606425703,0.0,0.0
neu_all.gml,neu,Andrew Wakefield,5,0.0200803212851,0.000437232802176,0.021686746988
neu_all.gml,neu,Australia,1,0.00401606425703,0.0,0.0
neu_all.gml,neu,Barry Segal,1,0.00401606425703,0.0,0.0177260767207
neu_all.gml,neu,Ben Allen,4,0.0160642570281,0.0,0.0460145667415
neu_all.gml,neu,CDC,1,0.00401606425703,0.0,0.0
neu_all.gml,neu,CDC epidemiologist,1,0.00401606425703,0.0,0.0
neu_all.gml,neu,CDC investigators,2,0.00803212851406,3.2387614976e-05,0.00401606425703
neu_all.gml,neu,California,1,0.00401606425703,0.0,0.0
neu_all.gml,neu,Chairwoman Carol Liu,2,0.00803212851406,0.0,0.0464716006885
neu_all.gml,neu,Children's Hospital of Philadelphia,1,0.00401606425703,0.0,0.0
neu_all.gml,neu,Chris Christie,3,0.0120481927711,0.0,0.0120481927711
neu_all.gml,neu,Connie Leyva,3,0.0120481927711,0.0,0.0452476572959
neu_all.gml,neu,Current schedule,1,0.00401606425703,0.0,0.00401606425703
neu_all.gml,neu,Debate,1,0.00401606425703,0.0,0.00401606425703
neu_all.gml,neu,Disneyland measles outbreak,1,0.00401606425703,0.0,0.0
neu_all.gml,neu,Dr. Anna Acosta,2,0.00803212851406,0.0,0.00803212851406
neu_all.gml,neu,Dr. Paul Offit,3,0.0120481927711,0.0,0.0125502008032
neu_all.gml,neu,Drew Downing,1,0.00401606425703,0.0,0.00401606425703
neu_all.gml,neu,Dwoskin Family Foundation,8,0.0321285140562,0.0,0.0325301204819
neu_all.gml,neu,Focus for Health,4,0.0160642570281,0.00024290711232,0.0215146299484
neu_all.gml,neu,Gambhir study,3,0.0120481927711,0.0,0.0120481927711
neu_all.gml,neu,Generation Rescue,4,0.0160642570281,0.000388651379712,0.0214190093708
neu_all.gml,neu,Immunization Action Coalition,1,0.00401606425703,0.0,0.00401606425703
neu_all.gml,neu,Jenny McCarthy,3,0.0120481927711,0.0,0.0
neu_all.gml,neu,Lisa and J.B. Handley,1,0.00401606425703,0.0,0.0
neu_all.gml,neu,MMR vaccine,1,0.00401606425703,0.0,0.0053547523427
neu_all.gml,neu,MMR vaccine causes autism,2,0.00803212851406,0.0,0.0
neu_all.gml,neu,National Vaccine Information Center,2,0.00803212851406,1.6193807488e-05,0.00401606425703
neu_all.gml,neu,PLOS Computational Biology,1,0.00401606425703,0.0,0.0339382220239
neu_all.gml,neu,Pez dispensers,1,0.00401606425703,0.0,0.0
neu_all.gml,neu,Rand Paul,3,0.0120481927711,0.0,0.0120481927711
neu_all.gml,neu,Renee Gentry,1,0.00401606425703,0.0,0.00401606425703
neu_all.gml,neu,Republican,2,0.00803212851406,0.0,0.0
neu_all.gml,neu,Richard Pan,2,0.00803212851406,0.0,0.00903614457831
neu_all.gml,neu,SB277,26,0.104417670683,0.00468001036404,0.0697233377956
neu_all.gml,neu,SB277 change,1,0.00401606425703,0.0,0.0053547523427
neu_all.gml,neu,SB277 opponents,2,0.00803212851406,0.0,0.00803212851406
neu_all.gml,neu,SB277 proposal,2,0.00803212851406,0.0,0.0
neu_all.gml,neu,Saron Runner,1,0.00401606425703,0.0,0.0437880554476
neu_all.gml,neu,Senate Education Committee,1,0.00401606425703,0.0,0.0
neu_all.gml,neu,Senate committee,1,0.00401606425703,0.0,0.0
neu_all.gml,neu,Senate panel,1,0.00401606425703,0.0,0.0
neu_all.gml,neu,Tdap,1,0.00401606425703,0.0,0.00401606425703
neu_all.gml,neu,Tina Kimmel,2,0.00803212851406,0.0,0.0464716006885
neu_all.gml,neu,U.S.,3,0.0120481927711,0.0,0.0
neu_all.gml,neu,University of British Columbia,2,0.00803212851406,0.0,0.00401606425703
neu_all.gml,neu,Vaccinations,1,0.00401606425703,0.0,0.00401606425703
neu_all.gml,neu,Vaccine Injured Petitioners Bar Association,1,0.00401606425703,0.0,0.0
neu_all.gml,neu,Wakefield study,1,0.00401606425703,0.0,0.0
neu_all.gml,neu,Whooping cough,1,0.00401606425703,0.0,0.00401606425703
neu_all.gml,neu,acelluar vaccine,1,0.00401606425703,0.0,0.0
neu_all.gml,neu,acellular pertussis vaccine,8,0.0321285140562,0.00116595413914,0.0416385542169
neu_all.gml,neu,adolescents,2,0.00803212851406,0.0,0.0
neu_all.gml,neu,age 65 and older,2,0.00803212851406,0.0,0.0
neu_all.gml,neu,age 85 and older,1,0.00401606425703,0.0,0.0
neu_all.gml,neu,ages 65-84,1,0.00401606425703,0.0,0.0
neu_all.gml,neu,aluminum,1,0.00401606425703,0.0,0.00401606425703
neu_all.gml,neu,alzheimer's,1,0.00401606425703,0.0,0.00401606425703
neu_all.gml,neu,amendent,2,0.00803212851406,0.0,0.00803212851406
neu_all.gml,neu,anti-vaccine,4,0.0160642570281,9.71628449281e-05,0.0120481927711
neu_all.gml,neu,anti-vaccine bandwagon,1,0.00401606425703,0.0,0.0
neu_all.gml,neu,anti-vaccine label,2,0.00803212851406,0.0,0.00803212851406
neu_all.gml,neu,anti-vaccine movement,9,0.0361445783133,0.000566783262081,0.0206540447504
neu_all.gml,neu,anti-vaccine voices,3,0.0120481927711,0.0,0.0120481927711
neu_all.gml,neu,anti-vaxx movement,1,0.00401606425703,0.0,0.0140562248996
neu_all.gml,neu,anti-vaxxers,3,0.0120481927711,6.47752299521e-05,0.0125502008032
neu_all.gml,neu,artificial vaccine,1,0.00401606425703,0.0,0.00401606425703
