,name,sentiment,node,degree,deg cent,bet cent,clo cent
0,article_pos1.gml,positive,neighbors,1,0.00153609831029,0.0,0.0
1,article_pos1.gml,positive,vitamins,1,0.00153609831029,0.0,0.0
2,article_pos1.gml,positive,colleges,1,0.00153609831029,0.0,0.0
3,article_pos1.gml,positive,influenza,2,0.00307219662058,0.0,0.0
4,article_pos1.gml,positive,parents of autistic children,6,0.00921658986175,0.0,0.143817459977
5,article_pos1.gml,positive,religious exemption,9,0.0138248847926,0.00234647177397,0.118708998481
6,article_pos1.gml,positive,vaccine campaign,2,0.00307219662058,0.0,0.106358357895
7,article_pos1.gml,positive,Scott Morrison,1,0.00153609831029,0.0,0.00153609831029
8,article_pos1.gml,positive,repetitive behaviors,1,0.00153609831029,0.0,0.0
9,article_pos1.gml,positive,Michael Mina,2,0.00307219662058,0.0,0.00307219662058
10,article_pos1.gml,positive,children,31,0.047619047619,0.035493349671,0.164520128063
11,article_pos1.gml,positive,Dr. Paul Offit,3,0.00460829493088,0.0,0.00460829493088
12,article_pos1.gml,positive,vaccination schedule,4,0.00614439324117,0.000610008953327,0.128123605993
13,article_pos1.gml,positive,Samantha Page,1,0.00153609831029,0.0,0.00153609831029
14,article_pos1.gml,positive,best-sellers,1,0.00153609831029,0.0,0.0
15,article_pos1.gml,positive,American Medical Association,5,0.00768049155146,0.0,0.115517826825
16,article_pos1.gml,positive,Orthodox Jewish communities,1,0.00153609831029,0.0,0.0
17,article_pos1.gml,positive,fence-sitters,4,0.00614439324117,0.0,0.136112292234
18,article_pos1.gml,positive,Journal of the American Medical Association,1,0.00153609831029,0.0,0.0
19,article_pos1.gml,positive,sexually transmitted virus,4,0.00614439324117,8.82271850014e-05,0.00320020481311
20,article_pos1.gml,positive,fear of autism,5,0.00768049155146,0.000404702824058,0.0786468840594
21,article_pos1.gml,positive,genetic risk factors for ASD,1,0.00153609831029,0.0,0.0
22,article_pos1.gml,positive,siblings,1,0.00153609831029,0.0,0.0
23,article_pos1.gml,positive,resources,2,0.00307219662058,0.0,0.0798123167155
24,article_pos1.gml,positive,risk,1,0.00153609831029,0.0,0.117590541581
25,article_pos1.gml,positive,results,1,0.00153609831029,0.0,0.0
26,article_pos1.gml,positive,stiff neck,1,0.00153609831029,0.0,0.0
27,article_pos1.gml,positive,Faith Assembly,2,0.00307219662058,0.0,0.00153609831029
28,article_pos1.gml,positive,nausea,2,0.00307219662058,0.0,0.0
29,article_pos1.gml,positive,ill effects,1,0.00153609831029,0.0,0.0
30,article_pos1.gml,positive,cultured cells,3,0.00460829493088,0.0,0.0
31,article_pos1.gml,positive,spread of infectious diseases,4,0.00614439324117,0.0,0.0
32,article_pos1.gml,positive,decrease in exemption rates,6,0.00921658986175,0.000890937019969,0.105877410018
33,article_pos1.gml,positive,debunked,1,0.00153609831029,0.0,0.0
34,article_pos1.gml,positive,mild,1,0.00153609831029,0.0,0.0
35,article_pos1.gml,positive,Vaccine Education Center,1,0.00153609831029,0.0,0.0
36,article_pos1.gml,positive,booster dose,1,0.00153609831029,0.0,0.0
37,article_pos1.gml,positive,large,1,0.00153609831029,0.0,0.0
38,article_pos1.gml,positive,tenderness,1,0.00153609831029,0.0,0.0
39,article_pos1.gml,positive,financial forces,4,0.00614439324117,0.000512141481479,0.125385354917
40,article_pos1.gml,positive,vaccinated high-risk children,3,0.00460829493088,4.19190871603e-05,0.116945306794
41,article_pos1.gml,positive,findings,3,0.00460829493088,0.000375969908228,0.111074833486
42,article_pos1.gml,positive,Muslim fundamentalists,4,0.00614439324117,0.00568766001024,0.093378221317
43,article_pos1.gml,positive,lower rate of autism in vaccinated children,2,0.00307219662058,0.0,0.0
44,article_pos1.gml,positive,unvaccinated children,11,0.0168970814132,0.00252191181007,0.110073405354
45,article_pos1.gml,positive,Neisseria meningitidis bacteria,3,0.00460829493088,2.36322816968e-06,0.00153609831029
