,name,sentiment,node,degree,deg cent,bet cent,clo cent
0,u_neg.gml,negative,ACIP,1,0.000796178343949,0.0,0.149349173706
1,u_neg.gml,negative,ACIP's rotavirus use recommendation,1,0.000796178343949,0.0,0.187492990624
2,u_neg.gml,negative,ADHD,1,0.000796178343949,0.0,0.228871900144
3,u_neg.gml,negative,AIDS,1,0.000796178343949,0.0,0.177382600953
4,u_neg.gml,negative,African American males,2,0.0015923566879,0.0,0.222943856108
5,u_neg.gml,negative,African women,3,0.00238853503185,0.00215833300851,0.241218796205
6,u_neg.gml,negative,African-American children,1,0.000796178343949,0.0,0.20670379935
7,u_neg.gml,negative,Alysia Osoff,6,0.00477707006369,0.00515753420389,0.190782948901
8,u_neg.gml,negative,America,2,0.0015923566879,0.00288527418986,0.166489182036
9,u_neg.gml,negative,American Academy of Pediatrics,2,0.0015923566879,0.000451971180401,0.23421743432
10,u_neg.gml,negative,American Nursing Association's Code of Ethics,2,0.0015923566879,0.00080385468984,0.203366585027
11,u_neg.gml,negative,Americans,7,0.00557324840764,0.00471850188935,0.25143595067
12,u_neg.gml,negative,Amish,2,0.0015923566879,0.00144390590504,0.153203631764
13,u_neg.gml,negative,Andrew Wakefield,1,0.000796178343949,0.0,0.210838719198
14,u_neg.gml,negative,Apartheid,1,0.000796178343949,0.0,0.159324214924
15,u_neg.gml,negative,Attkisson's website,2,0.0015923566879,0.000721318547466,0.16673105494
16,u_neg.gml,negative,Australia,1,0.000796178343949,0.0,0.19696775083
17,u_neg.gml,negative,Baby Boom,2,0.0015923566879,0.0,0.219765720287
18,u_neg.gml,negative,Baby Boomers,5,0.00398089171975,0.00731488773343,0.230249417153
19,u_neg.gml,negative,Baker College nursing school,3,0.00238853503185,0.00264188806862,0.172379653763
20,u_neg.gml,negative,Baker College nursing school instructors,6,0.00477707006369,0.00397779080448,0.205674807915
21,u_neg.gml,negative,Bell's Palsy,1,0.000796178343949,0.0,0.19696775083
22,u_neg.gml,negative,Big Pharma,13,0.0103503184713,0.0117032978035,0.261493388696
23,u_neg.gml,negative,Big Tobacco,2,0.0015923566879,0.000198435676247,0.22572091026
24,u_neg.gml,negative,Bill of Rights,1,0.000796178343949,0.0,0.159324214924
25,u_neg.gml,negative,Brian Hooker,1,0.000796178343949,0.0,0.189766468005
26,u_neg.gml,negative,Bruesewitz v. Wyeth,2,0.0015923566879,0.00288527418986,0.223958995089
27,u_neg.gml,negative,Bush Administration,2,0.0015923566879,5.18703115329e-05,0.20494025503
28,u_neg.gml,negative,CDC,62,0.0493630573248,0.104768496978,0.289895842085
29,u_neg.gml,negative,CDC and Big Pharma,3,0.00238853503185,9.56146177014e-05,0.202410128425
30,u_neg.gml,negative,CDC documents,4,0.0031847133758,0.00190139415127,0.239930054669
31,u_neg.gml,negative,CDC published warnings,1,0.000796178343949,0.0,0.185506265329
32,u_neg.gml,negative,CDC scientific fraud,1,0.000796178343949,0.0,0.21971897157
33,u_neg.gml,negative,CDC study,2,0.0015923566879,0.000374461029141,0.207451071571
34,u_neg.gml,negative,CDC website,8,0.00636942675159,0.00386226603043,0.229788406085
35,u_neg.gml,negative,CDC whistleblower,2,0.0015923566879,0.000369111048224,0.235230900786
36,u_neg.gml,negative,CNN,1,0.000796178343949,0.0,0.159990533666
37,u_neg.gml,negative,California Governor Jerry Brown,1,0.000796178343949,0.0,0.161947144144
38,u_neg.gml,negative,California bill,1,0.000796178343949,0.0,0.000796178343949
39,u_neg.gml,negative,California government,8,0.00636942675159,0.00391689264044,0.247045894607
40,u_neg.gml,negative,California's brain-damaged lawmakers,1,0.000796178343949,0.0,0.000796178343949
41,u_neg.gml,negative,California's vaccine violence,1,0.000796178343949,0.0,0.213144631727
42,u_neg.gml,negative,Children's Hospital,2,0.0015923566879,0.00144390590504,0.189383734021
43,u_neg.gml,negative,Chocks,3,0.00238853503185,0.00288654299997,0.183105634701
44,u_neg.gml,negative,Church of Vaccines,2,0.0015923566879,1.26881010988e-06,0.0015923566879
45,u_neg.gml,negative,Civil War,1,0.000796178343949,0.0,0.18038751054
46,u_neg.gml,negative,Codename Artichoke,1,0.000796178343949,0.0,0.161466138088
47,u_neg.gml,negative,Congress,3,0.00238853503185,0.00209677567736,0.224836500947
48,u_neg.gml,negative,Connie Smith,2,0.0015923566879,2.53762021976e-06,0.146261524405
49,u_neg.gml,negative,Constitution,1,0.000796178343949,0.0,0.159324214924
50,u_neg.gml,negative,Crystal Downing,2,0.0015923566879,8.64735959556e-06,0.200874929084
51,u_neg.gml,negative,DNA,2,0.0015923566879,0.0011062598479,0.204372553492
52,u_neg.gml,negative,DNA virus,1,0.000796178343949,0.0,0.197759694687
53,u_neg.gml,negative,David Kirby,1,0.000796178343949,0.0,0.000796178343949
54,u_neg.gml,negative,Disney,1,0.000796178343949,0.0,0.169772992332
55,u_neg.gml,negative,Disneyland measles outbreak,3,0.00238853503185,0.00189283872932,0.190888723961
56,u_neg.gml,negative,Dissolving Illusions,1,0.000796178343949,0.0,0.000796178343949
57,u_neg.gml,negative,Dr. Paul Offit,16,0.0127388535032,0.013073849541,0.236307226115
58,u_neg.gml,negative,Dr. Suzanne Humphries,1,0.000796178343949,0.0,0.239207708511
